prov,fecha,casos_tot,dup
Mendoza,2020-05-01,84,33.35234389470902
Misiones,2020-05-01,12,5.013462489029155
Neuquen,2020-05-01,110,71.12584202502211
Rio_Negro,2020-05-01,236,15.306649566053038
Salta,2020-05-01,4,100
San_Juan,2020-05-01,2,100
San_Luis,2020-05-01,11,100
Santa_Cruz,2020-05-01,49,26.818190905326084
Santa_Fe,2020-05-01,243,100
Santiago_del_Estero,2020-05-01,15,100
Tierra_del_fuego,2020-05-01,127,43.72652634185945
Tucuman,2020-05-01,38,36.8162116248719
Buenos_Aires,2020-05-02,1677,17.039576580830435
CABA,2020-05-02,1255,19.014275410069963
Catamarca,2020-05-02,0,NA
Chaco,2020-05-02,337,37.20191126309925
Chubut,2020-05-02,4,100
Cordoba,2020-05-02,303,43.00149211223186
Corrientes,2020-05-02,48,82.99336377287872
Entre_Rios,2020-05-02,25,100
Formosa,2020-05-02,0,NA
Jujuy,2020-05-02,5,100
La_Pampa,2020-05-02,5,100
La_Rioja,2020-05-02,55,39.56878012113828
Mendoza,2020-05-02,84,29.64200150101106
Misiones,2020-05-02,24,3.498103993878556
Neuquen,2020-05-02,110,99.825626557829
Rio_Negro,2020-05-02,242,14.82103461926897
Salta,2020-05-02,4,100
San_Juan,2020-05-02,2,100
San_Luis,2020-05-02,11,100
Santa_Cruz,2020-05-02,49,78.74286088196546
Santa_Fe,2020-05-02,243,100
Santiago_del_Estero,2020-05-02,15,100
Tierra_del_fuego,2020-05-02,130,39.51709766435526
Tucuman,2020-05-02,38,42.01601756196427
Buenos_Aires,2020-05-03,1715,18.786095191642616
CABA,2020-05-03,1304,18.687144705324528
Catamarca,2020-05-03,0,NA
Chaco,2020-05-03,342,34.81503363306981
Chubut,2020-05-03,4,100
Cordoba,2020-05-03,304,34.07841927459804
Corrientes,2020-05-03,48,100
Entre_Rios,2020-05-03,27,100
Formosa,2020-05-03,0,NA
Jujuy,2020-05-03,5,100
La_Pampa,2020-05-03,5,100
La_Rioja,2020-05-03,55,40.17568788261293
Mendoza,2020-05-03,84,31.59588967473156
Misiones,2020-05-03,24,3.475219874301918
Neuquen,2020-05-03,110,100
Rio_Negro,2020-05-03,248,16.557081430393392
Salta,2020-05-03,4,100
San_Juan,2020-05-03,2,100
San_Luis,2020-05-03,11,100
Santa_Cruz,2020-05-03,49,100
Santa_Fe,2020-05-03,243,100
Santiago_del_Estero,2020-05-03,15,100
Tierra_del_fuego,2020-05-03,132,44.004676458168085
Tucuman,2020-05-03,38,100
Buenos_Aires,2020-05-04,1753,24.27589087195508
CABA,2020-05-04,1347,19.243236841245857
Catamarca,2020-05-04,0,NA
Chaco,2020-05-04,347,31.27850642054166
Chubut,2020-05-04,4,4.776887128834052
Cordoba,2020-05-04,310,30.91816968820221
Corrientes,2020-05-04,48,100
Entre_Rios,2020-05-04,27,21.985374886460043
Formosa,2020-05-04,0,NA
Jujuy,2020-05-04,5,100
La_Pampa,2020-05-04,5,100
La_Rioja,2020-05-04,56,43.461572385714334
Mendoza,2020-05-04,84,100
Misiones,2020-05-04,25,3.5806479618386167
Neuquen,2020-05-04,110,100
Rio_Negro,2020-05-04,255,19.512322936392767
Salta,2020-05-04,4,100
San_Juan,2020-05-04,2,100
San_Luis,2020-05-04,11,100
Santa_Cruz,2020-05-04,49,100
Santa_Fe,2020-05-04,243,100
Santiago_del_Estero,2020-05-04,15,100
Tierra_del_fuego,2020-05-04,132,56.44285807126241
Tucuman,2020-05-04,41,100
Buenos_Aires,2020-05-05,1811,26.932765136690602
CABA,2020-05-05,1404,18.76627924981157
Catamarca,2020-05-05,0,NA
Chaco,2020-05-05,358,29.487229110103815
Chubut,2020-05-05,4,100
Cordoba,2020-05-05,311,31.267354632966665
Corrientes,2020-05-05,48,100
Entre_Rios,2020-05-05,28,19.648277550479442
Formosa,2020-05-05,0,NA
Jujuy,2020-05-05,5,100
La_Pampa,2020-05-05,5,100
La_Rioja,2020-05-05,56,51.899104235254015
Mendoza,2020-05-05,85,100
Misiones,2020-05-05,25,4.448350205179011
Neuquen,2020-05-05,110,100
Rio_Negro,2020-05-05,259,24.83584585328648
Salta,2020-05-05,4,100
San_Juan,2020-05-05,2,100
San_Luis,2020-05-05,11,100
Santa_Cruz,2020-05-05,49,100
Santa_Fe,2020-05-05,244,100
Santiago_del_Estero,2020-05-05,15,100
Tierra_del_fuego,2020-05-05,132,60.10450463396377
Tucuman,2020-05-05,41,100
Buenos_Aires,2020-05-06,1874,26.680721849120804
CABA,2020-05-06,1506,16.84366003964384
Catamarca,2020-05-06,0,NA
Chaco,2020-05-06,366,29.06080383555291
Chubut,2020-05-06,4,100
Cordoba,2020-05-06,316,37.67802480704241
Corrientes,2020-05-06,51,100
Entre_Rios,2020-05-06,28,21.715397343938907
Formosa,2020-05-06,0,NA
Jujuy,2020-05-06,5,100
La_Pampa,2020-05-06,5,100
La_Rioja,2020-05-06,57,68.50634580545113
Mendoza,2020-05-06,85,100
Misiones,2020-05-06,25,5.230357912924797
Neuquen,2020-05-06,110,100
Rio_Negro,2020-05-06,265,28.70187237118334
Salta,2020-05-06,4,100
San_Juan,2020-05-06,2,100
San_Luis,2020-05-06,11,100
Santa_Cruz,2020-05-06,49,100
Santa_Fe,2020-05-06,244,100
Santiago_del_Estero,2020-05-06,15,100
Tierra_del_fuego,2020-05-06,132,100
Tucuman,2020-05-06,41,100
Buenos_Aires,2020-05-07,1924,25.19214128311537
CABA,2020-05-07,1583,15.134109268483092
Catamarca,2020-05-07,0,NA
Chaco,2020-05-07,392,26.417133134072298
Chubut,2020-05-07,4,100
Cordoba,2020-05-07,320,53.67889214504498
Corrientes,2020-05-07,52,100
Entre_Rios,2020-05-07,28,32.18534782945043
Formosa,2020-05-07,0,NA
Jujuy,2020-05-07,5,100
La_Pampa,2020-05-07,5,100
La_Rioja,2020-05-07,58,78.01188828597385
Mendoza,2020-05-07,85,100
Misiones,2020-05-07,25,100
Neuquen,2020-05-07,110,100
Rio_Negro,2020-05-07,268,31.023856140783945
Salta,2020-05-07,4,100
San_Juan,2020-05-07,3,100
San_Luis,2020-05-07,11,100
Santa_Cruz,2020-05-07,49,100
Santa_Fe,2020-05-07,244,100
Santiago_del_Estero,2020-05-07,15,100
Tierra_del_fuego,2020-05-07,132,100
Tucuman,2020-05-07,41,100
Buenos_Aires,2020-05-08,2001,23.477901695382315
CABA,2020-05-08,1713,13.546726184507454
Catamarca,2020-05-08,0,NA
Chaco,2020-05-08,418,19.958860556238687
Chubut,2020-05-08,4,100
Cordoba,2020-05-08,322,63.79786071226092
Corrientes,2020-05-08,53,100
Entre_Rios,2020-05-08,28,100
Formosa,2020-05-08,0,NA
Jujuy,2020-05-08,5,100
La_Pampa,2020-05-08,5,100
La_Rioja,2020-05-08,59,58.01573792130762
Mendoza,2020-05-08,86,100
Misiones,2020-05-08,25,100
Neuquen,2020-05-08,110,100
Rio_Negro,2020-05-08,270,37.177783861949074
Salta,2020-05-08,4,100
San_Juan,2020-05-08,3,100
San_Luis,2020-05-08,11,100
Santa_Cruz,2020-05-08,49,100
Santa_Fe,2020-05-08,244,100
Santiago_del_Estero,2020-05-08,15,100
Tierra_del_fuego,2020-05-08,132,100
Tucuman,2020-05-08,41,100
Buenos_Aires,2020-05-09,2061,22.14278269507355
CABA,2020-05-09,1796,12.432291947546979
Catamarca,2020-05-09,0,NA
Chaco,2020-05-09,427,17.19112005400831
Chubut,2020-05-09,4,100
Cordoba,2020-05-09,328,55.96537459952639
Corrientes,2020-05-09,54,31.614657724816187
Entre_Rios,2020-05-09,28,100
Formosa,2020-05-09,0,NA
Jujuy,2020-05-09,5,100
La_Pampa,2020-05-09,5,100
La_Rioja,2020-05-09,59,55.439799104119814
Mendoza,2020-05-09,86,100
Misiones,2020-05-09,25,100
Neuquen,2020-05-09,111,100
Rio_Negro,2020-05-09,274,43.46508528139241
Salta,2020-05-09,4,100
San_Juan,2020-05-09,3,100
San_Luis,2020-05-09,11,100
Santa_Cruz,2020-05-09,49,100
Santa_Fe,2020-05-09,244,100
Santiago_del_Estero,2020-05-09,15,100
Tierra_del_fuego,2020-05-09,133,100
Tucuman,2020-05-09,41,100
Buenos_Aires,2020-05-10,2112,21.976855044598842
CABA,2020-05-10,1961,11.103130672164458
Catamarca,2020-05-10,0,NA
Chaco,2020-05-10,459,14.65287549107513
Chubut,2020-05-10,4,100
Cordoba,2020-05-10,333,57.089206768122494
Corrientes,2020-05-10,54,30.935120529732302
Entre_Rios,2020-05-10,28,100
Formosa,2020-05-10,0,NA
Jujuy,2020-05-10,5,100
La_Pampa,2020-05-10,5,100
La_Rioja,2020-05-10,59,65.97858868696844
Mendoza,2020-05-10,86,100
Misiones,2020-05-10,25,100
Neuquen,2020-05-10,111,100
Rio_Negro,2020-05-10,276,52.638732877075746
Salta,2020-05-10,4,100
San_Juan,2020-05-10,3,100
San_Luis,2020-05-10,11,100
Santa_Cruz,2020-05-10,49,100
Santa_Fe,2020-05-10,244,100
Santiago_del_Estero,2020-05-10,16,100
Tierra_del_fuego,2020-05-10,135,100
Tucuman,2020-05-10,41,100
Buenos_Aires,2020-05-11,2156,23.354247751636265
CABA,2020-05-11,2099,10.390802948480312
Catamarca,2020-05-11,0,NA
Chaco,2020-05-11,476,13.932501323025583
Chubut,2020-05-11,4,100
Cordoba,2020-05-11,347,48.599117236631415
Corrientes,2020-05-11,70,22.93211665344281
Entre_Rios,2020-05-11,28,100
Formosa,2020-05-11,0,NA
Jujuy,2020-05-11,5,100
La_Pampa,2020-05-11,5,100
La_Rioja,2020-05-11,60,66.22905890405448
Mendoza,2020-05-11,86,100
Misiones,2020-05-11,25,100
Neuquen,2020-05-11,111,100
Rio_Negro,2020-05-11,289,50.214908356587
Salta,2020-05-11,4,100
San_Juan,2020-05-11,3,100
San_Luis,2020-05-11,11,100
Santa_Cruz,2020-05-11,49,100
Santa_Fe,2020-05-11,244,100
Santiago_del_Estero,2020-05-11,16,100
Tierra_del_fuego,2020-05-11,135,100
Tucuman,2020-05-11,42,100
Buenos_Aires,2020-05-12,2236,23.91561618829417
CABA,2020-05-12,2287,9.938417329488667
Catamarca,2020-05-12,0,NA
Chaco,2020-05-12,486,14.56402806418698
Chubut,2020-05-12,4,100
Cordoba,2020-05-12,350,38.64840480986023
Corrientes,2020-05-12,71,12.009518336541953
Entre_Rios,2020-05-12,28,100
Formosa,2020-05-12,0,NA
Jujuy,2020-05-12,5,100
La_Pampa,2020-05-12,5,100
La_Rioja,2020-05-12,60,86.63523100457165
Mendoza,2020-05-12,87,100
Misiones,2020-05-12,25,100
Neuquen,2020-05-12,111,100
Rio_Negro,2020-05-12,290,43.88364470314651
Salta,2020-05-12,5,100
San_Juan,2020-05-12,3,100
San_Luis,2020-05-12,11,100
Santa_Cruz,2020-05-12,49,100
Santa_Fe,2020-05-12,244,100
Santiago_del_Estero,2020-05-12,16,100
Tierra_del_fuego,2020-05-12,135,100
Tucuman,2020-05-12,42,100
Buenos_Aires,2020-05-13,2332,22.977411847398333
CABA,2020-05-13,2465,9.437172287640488
Catamarca,2020-05-13,0,NA
Chaco,2020-05-13,504,16.6731921879598
Chubut,2020-05-13,4,100
Cordoba,2020-05-13,361,33.190727342545564
Corrientes,2020-05-13,76,9.78845666197402
Entre_Rios,2020-05-13,29,100
Formosa,2020-05-13,0,NA
Jujuy,2020-05-13,5,100
La_Pampa,2020-05-13,5,100
La_Rioja,2020-05-13,60,100
Mendoza,2020-05-13,88,100
Misiones,2020-05-13,25,100
Neuquen,2020-05-13,113,100
Rio_Negro,2020-05-13,294,41.45330593481997
Salta,2020-05-13,5,100
San_Juan,2020-05-13,3,100
San_Luis,2020-05-13,11,100
Santa_Cruz,2020-05-13,49,100
Santa_Fe,2020-05-13,244,100
Santiago_del_Estero,2020-05-13,16,100
Tierra_del_fuego,2020-05-13,135,100
Tucuman,2020-05-13,42,100
Buenos_Aires,2020-05-14,2411,22.481141238870347
CABA,2020-05-14,2620,9.438605251493145
Catamarca,2020-05-14,0,NA
Chaco,2020-05-14,513,19.34763721779863
Chubut,2020-05-14,4,100
Cordoba,2020-05-14,366,31.112573985255427
Corrientes,2020-05-14,78,9.365377499849442
Entre_Rios,2020-05-14,29,100
Formosa,2020-05-14,0,NA
Jujuy,2020-05-14,5,100
La_Pampa,2020-05-14,5,100
La_Rioja,2020-05-14,60,100
Mendoza,2020-05-14,88,100
Misiones,2020-05-14,25,100
Neuquen,2020-05-14,114,100
Rio_Negro,2020-05-14,298,40.25831103851062
Salta,2020-05-14,5,100
San_Juan,2020-05-14,3,100
San_Luis,2020-05-14,11,100
Santa_Cruz,2020-05-14,49,100
Santa_Fe,2020-05-14,244,100
Santiago_del_Estero,2020-05-14,16,100
Tierra_del_fuego,2020-05-14,135,100
Tucuman,2020-05-14,42,100
Buenos_Aires,2020-05-15,2497,21.164430734034635
CABA,2020-05-15,2834,9.2044790427911245
Catamarca,2020-05-15,0,NA
Chaco,2020-05-15,538,19.9500989118293
Chubut,2020-05-15,4,100
Cordoba,2020-05-15,369,33.35393649424479
Corrientes,2020-05-15,78,10.070617313771766
Entre_Rios,2020-05-15,29,100
Formosa,2020-05-15,0,NA
Jujuy,2020-05-15,5,100
La_Pampa,2020-05-15,5,100
La_Rioja,2020-05-15,60,100
Mendoza,2020-05-15,87,100
Misiones,2020-05-15,25,100
Neuquen,2020-05-15,114,100
Rio_Negro,2020-05-15,315,32.95813649560584
Salta,2020-05-15,5,100
San_Juan,2020-05-15,3,100
San_Luis,2020-05-15,11,100
Santa_Cruz,2020-05-15,49,100
Santa_Fe,2020-05-15,244,100
Santiago_del_Estero,2020-05-15,16,100
Tierra_del_fuego,2020-05-15,135,100
Tucuman,2020-05-15,42,100
Buenos_Aires,2020-05-16,2594,19.338061201530348
CABA,2020-05-16,3027,9.51965504218017
Catamarca,2020-05-16,0,NA
Chaco,2020-05-16,559,21.682095955203486
Chubut,2020-05-16,4,100
Cordoba,2020-05-16,378,35.422806401777876
Corrientes,2020-05-16,78,15.451542331776619
Entre_Rios,2020-05-16,29,100
Formosa,2020-05-16,0,NA
Jujuy,2020-05-16,5,100
La_Pampa,2020-05-16,5,100
La_Rioja,2020-05-16,60,100
Mendoza,2020-05-16,87,100
Misiones,2020-05-16,25,100
Neuquen,2020-05-16,114,100
Rio_Negro,2020-05-16,321,29.738538980268267
Salta,2020-05-16,5,100
San_Juan,2020-05-16,3,100
San_Luis,2020-05-16,11,100
Santa_Cruz,2020-05-16,49,100
Santa_Fe,2020-05-16,245,100
Santiago_del_Estero,2020-05-16,16,100
Tierra_del_fuego,2020-05-16,135,100
Tucuman,2020-05-16,42,100
Buenos_Aires,2020-05-17,2668,19.319017323109247
CABA,2020-05-17,3174,10.000297812034887
Catamarca,2020-05-17,0,NA
Chaco,2020-05-17,578,20.57536144570445
Chubut,2020-05-17,4,100
Cordoba,2020-05-17,398,35.527985153375546
Corrientes,2020-05-17,78,100
Entre_Rios,2020-05-17,29,100
Formosa,2020-05-17,0,NA
Jujuy,2020-05-17,5,100
La_Pampa,2020-05-17,5,100
La_Rioja,2020-05-17,61,100
Mendoza,2020-05-17,87,100
Misiones,2020-05-17,25,100
Neuquen,2020-05-17,114,100
Rio_Negro,2020-05-17,323,32.03769521000678
Salta,2020-05-17,5,100
San_Juan,2020-05-17,3,100
San_Luis,2020-05-17,11,100
Santa_Cruz,2020-05-17,49,100
Santa_Fe,2020-05-17,245,100
Santiago_del_Estero,2020-05-17,16,100
Tierra_del_fuego,2020-05-17,135,100
Tucuman,2020-05-17,42,100
Buenos_Aires,2020-05-18,2761,19.904165935777662
CABA,2020-05-18,3342,10.854745584292068
Catamarca,2020-05-18,0,NA
Chaco,2020-05-18,591,20.535996334859746
Chubut,2020-05-18,4,100
Cordoba,2020-05-18,418,25.535194093850066
Corrientes,2020-05-18,78,100
Entre_Rios,2020-05-18,29,100
Formosa,2020-05-18,0,NA
Jujuy,2020-05-18,5,100
La_Pampa,2020-05-18,5,100
La_Rioja,2020-05-18,63,100
Mendoza,2020-05-18,87,100
Misiones,2020-05-18,25,100
Neuquen,2020-05-18,114,100
Rio_Negro,2020-05-18,325,32.11534215673797
Salta,2020-05-18,5,100
San_Juan,2020-05-18,4,100
San_Luis,2020-05-18,11,100
Santa_Cruz,2020-05-18,49,100
Santa_Fe,2020-05-18,249,100
Santiago_del_Estero,2020-05-18,16,100
Tierra_del_fuego,2020-05-18,135,100
Tucuman,2020-05-18,42,100
Buenos_Aires,2020-05-19,2918,19.802575628685673
CABA,2020-05-19,3566,11.364054295785063
Catamarca,2020-05-19,0,NA
Chaco,2020-05-19,625,19.401877570738655
Chubut,2020-05-19,4,100
Cordoba,2020-05-19,427,22.966295561657393
Corrientes,2020-05-19,78,100
Entre_Rios,2020-05-19,29,100
Formosa,2020-05-19,0,NA
Jujuy,2020-05-19,5,100
La_Pampa,2020-05-19,5,100
La_Rioja,2020-05-19,63,100
Mendoza,2020-05-19,89,100
Misiones,2020-05-19,25,100
Neuquen,2020-05-19,114,100
Rio_Negro,2020-05-19,331,35.01640884529821
Salta,2020-05-19,5,100
San_Juan,2020-05-19,4,100
San_Luis,2020-05-19,11,100
Santa_Cruz,2020-05-19,49,100
Santa_Fe,2020-05-19,249,100
Santiago_del_Estero,2020-05-19,22,100
Tierra_del_fuego,2020-05-19,135,100
Tucuman,2020-05-19,42,100
Buenos_Aires,2020-05-20,3096,17.44771222693234
CABA,2020-05-20,3823,11.469899992835552
Catamarca,2020-05-20,0,NA
Chaco,2020-05-20,660,17.29170713673102
Chubut,2020-05-20,4,100
Cordoba,2020-05-20,429,22.333015022471557
Corrientes,2020-05-20,78,100
Entre_Rios,2020-05-20,29,100
Formosa,2020-05-20,0,NA
Jujuy,2020-05-20,5,100
La_Pampa,2020-05-20,5,100
La_Rioja,2020-05-20,63,66.9893684548226
Mendoza,2020-05-20,89,100
Misiones,2020-05-20,25,100
Neuquen,2020-05-20,114,100
Rio_Negro,2020-05-20,333,56.41712175556836
Salta,2020-05-20,5,100
San_Juan,2020-05-20,4,100
San_Luis,2020-05-20,11,100
Santa_Cruz,2020-05-20,49,100
Santa_Fe,2020-05-20,249,100
Santiago_del_Estero,2020-05-20,22,100
Tierra_del_fuego,2020-05-20,135,100
Tucuman,2020-05-20,42,100
Buenos_Aires,2020-05-21,3309,15.06774880950436
CABA,2020-05-21,4202,11.088664501222253
Catamarca,2020-05-21,0,NA
Chaco,2020-05-21,694,16.528821705660373
Chubut,2020-05-21,4,100
Cordoba,2020-05-21,441,22.614859544768297
Corrientes,2020-05-21,78,100
Entre_Rios,2020-05-21,29,100
Formosa,2020-05-21,0,NA
Jujuy,2020-05-21,5,100
La_Pampa,2020-05-21,5,100
La_Rioja,2020-05-21,63,100
Mendoza,2020-05-21,89,100
Misiones,2020-05-21,25,100
Neuquen,2020-05-21,114,100
Rio_Negro,2020-05-21,336,66.58375005182461
Salta,2020-05-21,5,100
San_Juan,2020-05-21,4,100
San_Luis,2020-05-21,11,100
Santa_Cruz,2020-05-21,49,100
Santa_Fe,2020-05-21,254,100
Santiago_del_Estero,2020-05-21,22,100
Tierra_del_fuego,2020-05-21,135,100
Tucuman,2020-05-21,43,100
Buenos_Aires,2020-05-22,3575,12.874852948843966
CABA,2020-05-22,4606,9.927603862367512
Catamarca,2020-05-22,0,NA
Chaco,2020-05-22,721,15.721536933450627
Chubut,2020-05-22,4,100
Cordoba,2020-05-22,450,26.443110339259977
Corrientes,2020-05-22,78,100
Entre_Rios,2020-05-22,29,100
Formosa,2020-05-22,0,NA
Jujuy,2020-05-22,5,100
La_Pampa,2020-05-22,5,100
La_Rioja,2020-05-22,63,100
Mendoza,2020-05-22,89,100
Misiones,2020-05-22,25,100
Neuquen,2020-05-22,114,100
Rio_Negro,2020-05-22,342,66.16168311250894
Salta,2020-05-22,7,100
San_Juan,2020-05-22,4,100
San_Luis,2020-05-22,11,100
Santa_Cruz,2020-05-22,49,100
Santa_Fe,2020-05-22,258,84.3217065346981
Santiago_del_Estero,2020-05-22,22,100
Tierra_del_fuego,2020-05-22,135,100
Tucuman,2020-05-22,43,100
Buenos_Aires,2020-05-23,3864,11.067502519235216
CABA,2020-05-23,5007,8.930542651482554
Catamarca,2020-05-23,0,NA
Chaco,2020-05-23,728,16.24724967772883
Chubut,2020-05-23,4,100
Cordoba,2020-05-23,450,35.404656806721675
Corrientes,2020-05-23,78,100
Entre_Rios,2020-05-23,29,100
Formosa,2020-05-23,0,NA
Jujuy,2020-05-23,5,100
La_Pampa,2020-05-23,5,100
La_Rioja,2020-05-23,63,100
Mendoza,2020-05-23,89,100
Misiones,2020-05-23,25,100
Neuquen,2020-05-23,114,100
Rio_Negro,2020-05-23,347,58.46149511182686
Salta,2020-05-23,7,100
San_Juan,2020-05-23,4,100
San_Luis,2020-05-23,11,100
Santa_Cruz,2020-05-23,49,100
Santa_Fe,2020-05-23,258,79.22336718622873
Santiago_del_Estero,2020-05-23,22,100
Tierra_del_fuego,2020-05-23,135,100
Tucuman,2020-05-23,45,100
Buenos_Aires,2020-05-24,4060,10.42196019001281
CABA,2020-05-24,5501,8.17912690946466
Catamarca,2020-05-24,0,NA
Chaco,2020-05-24,748,17.63959339825221
Chubut,2020-05-24,4,100
Cordoba,2020-05-24,456,47.135950871639814
Corrientes,2020-05-24,78,100
Entre_Rios,2020-05-24,29,100
Formosa,2020-05-24,0,NA
Jujuy,2020-05-24,5,100
La_Pampa,2020-05-24,5,100
La_Rioja,2020-05-24,63,100
Mendoza,2020-05-24,89,100
Misiones,2020-05-24,25,100
Neuquen,2020-05-24,115,100
Rio_Negro,2020-05-24,352,53.12291496050942
Salta,2020-05-24,7,100
San_Juan,2020-05-24,4,100
San_Luis,2020-05-24,11,100
Santa_Cruz,2020-05-24,49,100
Santa_Fe,2020-05-24,259,88.96188286530737
Santiago_del_Estero,2020-05-24,22,100
Tierra_del_fuego,2020-05-24,135,100
Tucuman,2020-05-24,45,52.668635126111866
Buenos_Aires,2020-05-25,4220,10.609686785825028
CABA,2020-05-25,5877,8.080417970067348
Catamarca,2020-05-25,0,NA
Chaco,2020-05-25,757,22.231774647414372
Chubut,2020-05-25,4,100
Cordoba,2020-05-25,456,57.18347344106991
Corrientes,2020-05-25,78,100
Entre_Rios,2020-05-25,29,100
Formosa,2020-05-25,0,NA
Jujuy,2020-05-25,5,100
La_Pampa,2020-05-25,5,100
La_Rioja,2020-05-25,63,100
Mendoza,2020-05-25,89,100
Misiones,2020-05-25,25,100
Neuquen,2020-05-25,116,100
Rio_Negro,2020-05-25,356,51.90566980208496
Salta,2020-05-25,7,100
San_Juan,2020-05-25,4,100
San_Luis,2020-05-25,11,100
Santa_Cruz,2020-05-25,49,100
Santa_Fe,2020-05-25,259,91.69873069802333
Santiago_del_Estero,2020-05-25,22,100
Tierra_del_fuego,2020-05-25,135,100
Tucuman,2020-05-25,47,37.26010602579472
Buenos_Aires,2020-05-26,4456,11.37627222711119
CABA,2020-05-26,6205,8.263748450449985
Catamarca,2020-05-26,0,NA
Chaco,2020-05-26,780,28.72119985554246
Chubut,2020-05-26,5,100
Cordoba,2020-05-26,456,73.72540165366696
Corrientes,2020-05-26,78,100
Entre_Rios,2020-05-26,29,100
Formosa,2020-05-26,0,NA
Jujuy,2020-05-26,5,100
La_Pampa,2020-05-26,5,100
La_Rioja,2020-05-26,63,100
Mendoza,2020-05-26,89,100
Misiones,2020-05-26,25,100
Neuquen,2020-05-26,123,100
Rio_Negro,2020-05-26,360,51.54570976938293
Salta,2020-05-26,7,100
San_Juan,2020-05-26,4,100
San_Luis,2020-05-26,11,100
Santa_Cruz,2020-05-26,49,100
Santa_Fe,2020-05-26,260,100
Santiago_del_Estero,2020-05-26,22,100
Tierra_del_fuego,2020-05-26,135,100
Tucuman,2020-05-26,47,34.60845626638849
Buenos_Aires,2020-05-27,4771,11.930387590777585
CABA,2020-05-27,6566,9.262987718859502
Catamarca,2020-05-27,0,NA
Chaco,2020-05-27,796,31.578863840433975
Chubut,2020-05-27,5,100
Cordoba,2020-05-27,456,100
Corrientes,2020-05-27,80,100
Entre_Rios,2020-05-27,29,100
Formosa,2020-05-27,0,NA
Jujuy,2020-05-27,5,100
La_Pampa,2020-05-27,5,100
La_Rioja,2020-05-27,63,100
Mendoza,2020-05-27,89,100
Misiones,2020-05-27,25,100
Neuquen,2020-05-27,125,43.544336370574335
Rio_Negro,2020-05-27,368,48.01587720629891
Salta,2020-05-27,7,100
San_Juan,2020-05-27,5,100
San_Luis,2020-05-27,11,100
Santa_Cruz,2020-05-27,49,100
Santa_Fe,2020-05-27,260,100
Santiago_del_Estero,2020-05-27,22,100
Tierra_del_fuego,2020-05-27,136,100
Tucuman,2020-05-27,47,39.752611535080014
Buenos_Aires,2020-05-28,5069,12.422710467066404
CABA,2020-05-28,6991,10.138215861399306
Catamarca,2020-05-28,0,NA
Chaco,2020-05-28,824,31.366903012260465
Chubut,2020-05-28,8,100
Cordoba,2020-05-28,456,100
Corrientes,2020-05-28,81,100
Entre_Rios,2020-05-28,30,100
Formosa,2020-05-28,0,NA
Jujuy,2020-05-28,6,100
La_Pampa,2020-05-28,5,100
La_Rioja,2020-05-28,63,100
Mendoza,2020-05-28,89,100
Misiones,2020-05-28,27,100
Neuquen,2020-05-28,128,32.17689125004957
Rio_Negro,2020-05-28,375,46.89539213366197
Salta,2020-05-28,7,100
San_Juan,2020-05-28,5,100
San_Luis,2020-05-28,11,100
Santa_Cruz,2020-05-28,49,100
Santa_Fe,2020-05-28,260,100
Santiago_del_Estero,2020-05-28,22,100
Tierra_del_fuego,2020-05-28,136,100
Tucuman,2020-05-28,47,100
Buenos_Aires,2020-05-29,5342,12.61632814499681
CABA,2020-05-29,7389,11.622861458657574
Catamarca,2020-05-29,0,NA
Chaco,2020-05-29,850,27.390280372157044
Chubut,2020-05-29,8,5.26125109185501
Cordoba,2020-05-29,456,100
Corrientes,2020-05-29,87,100
Entre_Rios,2020-05-29,30,100
Formosa,2020-05-29,0,NA
Jujuy,2020-05-29,6,100
La_Pampa,2020-05-29,5,100
La_Rioja,2020-05-29,63,100
Mendoza,2020-05-29,89,100
Misiones,2020-05-29,27,100
Neuquen,2020-05-29,130,28.76377834815408
Rio_Negro,2020-05-29,387,42.016937195570954
Salta,2020-05-29,7,100
San_Juan,2020-05-29,5,100
San_Luis,2020-05-29,11,100
Santa_Cruz,2020-05-29,49,100
Santa_Fe,2020-05-29,260,100
Santiago_del_Estero,2020-05-29,22,100
Tierra_del_fuego,2020-05-29,136,100
Tucuman,2020-05-29,47,100
Buenos_Aires,2020-05-30,5638,12.24130870313046
CABA,2020-05-30,7848,11.802136661764516
Catamarca,2020-05-30,0,NA
Chaco,2020-05-30,874,24.678731030849175
Chubut,2020-05-30,10,4.21441993929574
Cordoba,2020-05-30,456,100
Corrientes,2020-05-30,87,33.24806909731429
Entre_Rios,2020-05-30,31,100
Formosa,2020-05-30,0,NA
Jujuy,2020-05-30,6,100
La_Pampa,2020-05-30,5,100
La_Rioja,2020-05-30,63,100
Mendoza,2020-05-30,92,100
Misiones,2020-05-30,27,100
Neuquen,2020-05-30,131,29.47188542527811
Rio_Negro,2020-05-30,392,36.57066356242452
Salta,2020-05-30,8,100
San_Juan,2020-05-30,5,100
San_Luis,2020-05-30,11,100
Santa_Cruz,2020-05-30,49,100
Santa_Fe,2020-05-30,262,100
Santiago_del_Estero,2020-05-30,22,100
Tierra_del_fuego,2020-05-30,136,100
Tucuman,2020-05-30,48,100
Buenos_Aires,2020-05-31,5892,12.238512069822674
CABA,2020-05-31,8206,12.150060176643999
Catamarca,2020-05-31,0,NA
Chaco,2020-05-31,887,25.249447977660843
Chubut,2020-05-31,10,4.214419939295741
Cordoba,2020-05-31,458,100
